titulo,url,descricao,data_publicacao,img,fonte,positivo,negativo,neutro
IBGE divulgará em Florianópolis os resultados do Censo 2022: Agregados por Setores Censitários preliminares - População e domicílios e Malha de Setores Censitários Preliminares ,http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/39282-ibge-divulgara-em-florianopolis-os-resultados-do-censo-2022-agregados-por-setores-censitarios-preliminares-populacao-e-domicilios.html,"Foto: Ricardo Wolffenbüttel/SECOM-SC A cidade de Florianópolis, capital do estado de Santa Catarina, foi escolhida pelo Instituto Brasileiro de Geografia e Estatística (IBGE) para sediar no dia 21 de março, às 10h, o lançamento dos resultados do “Censo...",2024-02-28 13:30:49,,IBGE,0.029215658,0.93391764,0.036866646
"OMS relata 400 ataques a unidades de saúde em Gaza, desde o início da guerra entre Israel e Hamas",https://valor.globo.com/mundo/noticia/2024/03/20/oms-cita-pelo-menos-400-ataques-a-unidades-de-saude-em-gaza-desde-o-inicio-da-guerra-entre-israel-e-hamas.ghtml,"        Segundo a organização, as ofensivas contra infraes...  ",2024-03-20 16:25:56+00:00,https://s2-valor.glbimg.com/CND2QW_fx-a63TVaA63lBiVH5Wg=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2024/c/P/iAFQtNRtAVrkozjIBgrA/aptopix-israel-palestinians-24078140288990.jpg,Valor,0.029674888,0.9379999,0.032325223
Fintechs deverão crescer dois dígitos ao ano até 2028,https://braziljournal.com/on-business/fintechs-deverao-crescer-dois-digitos-ao-ano-ate-2028/,,2024-03-17 19:24:32.781049,,Brazil Journal,0.029674888,0.9379999,0.032325223
IBGE divulga rendimento domiciliar per capita 2023 para Brasil e unidades da federação,http://agenciadenoticias.ibge.gov.br/agencia-sala-de-imprensa/2013-agencia-de-noticias/releases/39262-ibge-divulga-rendimento-domiciliar-per-capita-2023-para-brasil-e-unidades-da-federacao.html,"O IBGE divulga hoje os valores dos rendimentos domiciliares per capita referentes a 2023 para o Brasil e unidades da federação, calculados com base na Pesquisa Nacional por Amostra de Domicílios (PNAD) Contínua. O rendimento domiciliar per capita para o...",2024-02-28 10:00:00,,IBGE,0.029674888,0.9379999,0.032325223
Entenda 5 mudanças trazidas pelo PL que altera as falências no Brasil ,https://valor.globo.com/legislacao/noticia/2024/03/20/entenda-5-mudancas-trazidas-pelo-pl-que-altera-as-falencias-no-brasil.ghtml,        Projeto tramita em urgência na Câmara dos Deputado...  ,2024-03-20 16:25:52+00:00,https://s2-valor.glbimg.com/LUgDpzmWYSk72j38-vYrqvTS5EI=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2024/C/8/V8U6L8SxSFi9xI4AmYxw/gdutmigx0aasi-a.jpg,Valor,0.05135838,0.3376351,0.6110065
Enauta: Bradesco converte dívida e vira o maior acionista,https://braziljournal.com/enauta-bradesco-converte-divida-e-vira-o-maior-acionista/,,2024-03-01 19:24:32.781304,,Brazil Journal,0.05135838,0.3376351,0.6110065
“Enem dos Concursos”: quase 1 milhão de inscritos para vagas no IBGE,http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/39271-enem-dos-concursos-quase-1-milhao-de-inscritos-para-vagas-no-ibge.html,"IBGE recebeu 996.395 inscrições no “Enem dos Concursos” A ministra da Gestão e da Inovação em Serviços Públicos, Esther Dweck, apresentou, na última sexta-feira (23), o balanço final das inscrições do Concurso Público Nacional Unificado (CPNU). Dos...",2024-02-27 15:30:00,,IBGE,0.05135838,0.3376351,0.6110065
Vacinas contra dengue que não foram aplicadas serão redistribuídas a cidades em situação de emergência,https://valor.globo.com/brasil/noticia/2024/03/20/vacinas-contra-dengue-que-nao-foram-aplicadas-serao-redistribuidas-a-cidades-em-situacao-de-emergencia.ghtml,"        Além disso, o Ministério da Saúde disponibilizou R...  ",2024-03-20 16:23:06+00:00,https://s2-valor.glbimg.com/vxO0FZzyJT7q7Oj8CAa2w3kLZCY=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2024/C/e/LAkn6CS46zZ1eHG4Ux7Q/105876791.jpg,Valor,0.049215708,0.7327004,0.2180838
"Nvidia apresenta o Blackwell, um chip 5x mais poderoso",https://braziljournal.com/tag/inteligencia-artificial/,,,,Brazil Journal,0.049215708,0.7327004,0.2180838
"Com impacto de Educação, IPCA-15 é de 0,78% em fevereiro",http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/39264-com-impacto-de-educacao-ipca-15-e-de-0-78-em-fevereiro.html,"Por conta dos reajustes praticados no início do ano letivo, Educação (5,07%) impacta no resultado do IPCA-15 de fevereiro - Foto: Tomaz Silva/Agência Brasil A prévia da inflação ficou em 0,78% em fevereiro, 0,47 ponto percentual (p.p.) maior que a de...",2024-02-27 09:00:00,,IBGE,0.049215708,0.7327004,0.2180838
Alckmin diz que boas notícias de 2023 não podem levar à acomodação,https://valor.globo.com/brasil/noticia/2024/03/20/alckmin-diz-que-boas-notcias-de-2023-no-podem-levar-acomodao.ghtml,"        Vice-presidente citou, por exemplo, o crescimento...  ",2024-03-20 16:22:57+00:00,https://s2-valor.glbimg.com/Jzc8Zpe26AsAsdVsh852xGzCV48=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2023/f/q/ATaA23Sryf9c5fzoD2lQ/img20231024105003341.jpg,Valor,0.053437587,0.21174277,0.73481965
"Positivo compra divisão de TI da Algar, aumentando sua receita recorrente",https://braziljournal.com/tag/tecnologia-e-internet/,,,,Brazil Journal,0.053437587,0.21174277,0.73481965
"IPCA-15 é de 0,78% em fevereiro",http://agenciadenoticias.ibge.gov.br/agencia-sala-de-imprensa/2013-agencia-de-noticias/releases/39260-ipca-15-e-de-0-78-em-fevereiro.html,"O Índice Nacional de Preços ao Consumidor Amplo 15 (IPCA-15) foi de 0,78% em fevereiro e ficou 0,47 ponto percentual (p.p.) acima da taxa de janeiro (0,31%). No ano, o IPCA-15 acumula alta de 1,09% e, em 12 meses, de 4,49%, acima dos 4,47% observados nos...",2024-02-27 09:00:00,,IBGE,0.053437587,0.21174277,0.73481965
"Blau Farmacêutica tem lucro líquido de R$ 27 milhões no 4º trimestre, queda de 73% em base anual",https://valor.globo.com/empresas/noticia/2024/03/20/blau-farmacutica-tem-lucro-lquido-de-r-27-milhes-no-4-trimestre-queda-de-73-pontos-percentuais-em-base-anual.ghtml,"        Para o ano todo de 2023, a empresa teve lucro líqu...  ",2024-03-20 16:15:12+00:00,https://s2-valor.glbimg.com/zeRxK1Wax0PII7adFvDBHrvndfc=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2021/v/M/X5w2dFRUy5hpoiBsnPEw/blau-farmaceutica-1-e1557502030424.jpg,Valor,0.8570468,0.09252471,0.050428547
O curioso caso da sucessão na Vivara,https://braziljournal.com/tag/governanca-corporativa/,,,,Brazil Journal,0.8570468,0.09252471,0.050428547
"IBGE realiza oficina para 180 gestores públicos, educadores e estudantes em Diadema (SP)",http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/39266-titulo-ibge-realiza-oficina-para-180-gestores-publicos-educadores-e-estudantes-em-diadema-sp.html,"Cento e oitenta pessoas participaram da oficina de capacitação técnica em ferramentas digitais do IBGE, em Diadema (SP) - Foto: Ralph Izumi/IBGE O IBGE realizou, na tarde da última sexta-feira (23), a oficina de capacitação técnica Um território de...",2024-02-26 17:24:00,,IBGE,0.8570468,0.09252471,0.050428547
"G20 terá que discutir responsabilidades diferenciadas para crises globais, diz pesquisadora",https://valor.globo.com/brasil/g20-no-brasil/noticia/2024/03/20/g20-ter-que-discutir-responsabilidades-diferenciadas-para-crises-globais-diz-pesquisadora.ghtml,"        “A crise climática é um problema global, mas os pa...  ",2024-03-20 16:14:08+00:00,https://s2-valor.glbimg.com/cbKAg4aSzFdOEsJ5XtIS7U7dM-8=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2024/D/Z/m7xyv6QlKb4ELAd1paaQ/cupula-do-g20-em-2024-acontece-no-rio-sob-a-presidencia-do-brasil-divulgacao.jpg,Valor,0.04762794,0.20541401,0.746958
"André Street deixa a Stone, derrubando o papel e ofuscando ‘beat’ no resultado",https://braziljournal.com/tag/governanca-corporativa/,,,,Brazil Journal,0.04762794,0.20541401,0.746958
"IBGE participa da 55ª Sessão da Comissão de Estatística da ONU, em Nova York",http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/39257-ibge-participa-55-sessao-da-comissao-de-estatistica-da-onu-em-nova-york.html,"O Instituto Brasileiro de Geografia e Estatística (IBGE) participa da 55ª Sessão da Comissão de Estatística da ONU e seus eventos paralelos, realizada em Nova York, nos Estados Unidos, de 27 de fevereiro a 1 de março. A Comissão de Estatística da ONU,...",2024-02-26 12:43:16,,IBGE,0.04762794,0.20541401,0.746958
Governo cria comitê para acompanhar perícias médicas por telemedicina do INSS,https://valor.globo.com/brasil/noticia/2024/03/20/governo-cria-comit-para-acompanhar-percias-mdicas-por-telemedicina-do-inss.ghtml,        A modalidade de atendimento por telemedicina foi a...  ,2024-03-20 16:13:51+00:00,https://s2-valor.glbimg.com/mdfUkLOQ28ZQGxzpL_e0ATb8BOE=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2024/S/G/W1knCISlaf85RdxWB6aw/20231102-131516.webp,Valor,0.06732604,0.10174245,0.83093154
"Dona da Centauro gera (muito) caixa, dobra lucro e alavancagem desaba",https://braziljournal.com/dona-da-centauro-gera-muito-caixa-dobra-lucro-e-alavancagem-desaba/,,2024-03-02 19:24:32.781539,,Brazil Journal,0.06732604,0.10174245,0.83093154
IBGE disponibiliza agenda de 26 de fevereiro a 3 de março,http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/39254-ibge-disponibiliza-agenda-de-26-de-fevereiro-a-3-de-marco.html,"Agenda IBGE traz a programação do instituto para a semana - Foto: Bel Corção/Brasil com S Divulgada hoje (26), às 9h, a Agenda IBGE traz as atividades do Instituto para esta semana. A edição disponibilizada contempla as divulgações, as reuniões internas...",2024-02-26 10:26:35,,IBGE,0.06732604,0.10174245,0.83093154
"PL do Combustível do Futuro pode impor custo adicional de até R$ 1,7 bi à indústria química, diz Abiquim",https://valor.globo.com/empresas/noticia/2024/03/20/pl-do-combustivel-do-futuro-pode-impor-custo-adicional-de-ate-r-17-bi-a-industria-quimica-diz-abiquim.ghtml,        O Programa Nacional do Biometano instituído pelo P...  ,2024-03-20 16:10:22+00:00,https://s2-valor.glbimg.com/VmASjgZW2blXFFve-qWxGZJAzdM=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2024/A/y/AK9E1nQIedTBZrXTxONg/08opin-200-col-op1-a12-img01.jpg,Valor,0.028346198,0.92005116,0.05160269
Embraer na hora da colheita; CEO vê novo projeto em um ano e meio,https://braziljournal.com/tag/estrategia-corporativa/,,,,Brazil Journal,0.028346198,0.92005116,0.05160269
"Em auditório lotado, IBGE divulga resultados do Censo 2022: características dos domicílios em Diadema (SP)",http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/39248-em-auditorio-lotado-ibge-divulga-resultados-do-censo-2022-caracteristicas-dos-domicilios-em-diadema-sp.html,"Evento do Censo 2022 reúne cerca de 600 pessoas em teatro de Diadema (SP) - Foto: Helena Pontes/Agência IBGE Notícias Com participação de mais de 700 pessoas presentes, o Instituto Brasileiro de Geografia e Estatística (IBGE) divulgou nesta sexta-feira,...",2024-02-23 18:27:52,,IBGE,0.028346198,0.92005116,0.05160269
"Kate Middleton está viva, mas as teorias da conspiração reais não morrem ",https://valor.globo.com/mundo/noticia/2024/03/20/kate-middleton-esta-viva-mas-as-teorias-da-conspiracao-reais-nao-morrem.ghtml,        O episódio evidencia o desafio interminável da fam...  ,2024-03-20 16:04:11+00:00,https://s2-valor.glbimg.com/ojIz24jAKL_6to7d10mrFqdP5ik=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2022/x/P/p7H5utSxqlv462A7QbDg/9e669e1996a444cdb0b917a996664bbb-6abd0.jpg,Valor,0.035641775,0.83053416,0.13382407
"Advent e CPPIB investem R$ 1 bi na Inspira, a vice-líder da educação básica",https://braziljournal.com/tag/educacao/,,,,Brazil Journal,0.035641775,0.83053416,0.13382407
IBGE e Consórcio Intermunicipal do Grande ABC assinam protocolo de intenções de cooperação técnica,http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/39249-ibge-e-consorcio-intermunicipal-do-grande-abc-assinam-protocolo-de-intencoes-de-cooperacao-tecnica.html,"IBGE e Consórcio Intermunicipal do Grande ABC assinam protocolo de intenções de cooperação técnica O Instituto Brasileiro de Geografia e Estatística (IBGE) e o Consórcio Intermunicipal Grande ABC assinaram nesta sexta-feira, 23, um protocolo de intenções...",2024-02-23 18:01:00,,IBGE,0.035641775,0.83053416,0.13382407
"Proposta sobre dívidas dos Estados deve ser apresentada no dia 26 e já tem aval de Lula, diz Haddad",https://valor.globo.com/brasil/noticia/2024/03/20/proposta-sobre-dividas-dos-estados-deve-ser-apresentada-no-dia-26-e-ja-tem-aval-de-lula-diz-haddad.ghtml,        Ministro fez confirmação depois de participar de r...  ,2024-03-20 15:58:44+00:00,https://s2-valor.glbimg.com/7cqE8GMagbggNLaZQBetVktXrWI=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2024/V/W/g5UICgQqWCpxPK6VBuGg/foto07bra-201-haddad-a2.jpg,Valor,0.049357977,0.14245528,0.8081867
IBGE amplia Diálogos Institucionais em segundo dia de reuniões em Brasília,http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/39247-ibge-amplia-dialogos-institucionais-em-segundo-dia-de-reunioes-em-brasilia.html,"Marcio Pochmann no ministério das Comunicações com o ministro Juscelino Filho - Foto: Acervo IBGE O Instituto Brasileiro de Geografia e Estatística (IBGE), em continuidade à rodada de reuniões dos Diálogos Institucionais, parte do Projeto Diálogos IBGE...",2024-02-23 17:35:00,,IBGE,0.049357977,0.14245528,0.8081867
Pesquisa de mercado abre caminho para pessoas digitais,https://valor.globo.com/empresas/noticia/2024/03/20/pesquisa-de-mercado-abre-caminho-para-pessoas-digitais.ghtml,        Veja aqui alguns dos destaques da nova edição da n...  ,2024-03-20 15:55:09+00:00,https://s2-valor.glbimg.com/aLEObwIB4L6-s1XLUausOqlUovA=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2024/D/x/qLBjAiSNuJb43Pran0gQ/social-media-2528410-1920.jpg,Valor,0.36116147,0.044027247,0.59481126
OPINIÃO. O que está acontecendo com os gastos da Previdência e do BPC?,https://braziljournal.com/tag/economia/,,,,Brazil Journal,0.36116147,0.044027247,0.59481126
"Censo 2022: rede de esgoto alcança 62,5% da população, mas desigualdades regionais e por cor e raça persistem",http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/39237-censo-2022-rede-de-esgoto-alcanca-62-5-da-populacao-mas-desigualdades-regionais-e-por-cor-e-raca-persistem.html,"Apesar da expansão da rede de coleta de esgoto no país entre 2010 e 2022, 24,3% da população ainda utiliza métodos precários de esgotamento sanitário. Foto: Sophia Cabral/Prefeitura Municipal de Colombo A proporção de domicílios com acesso à rede de...",2024-02-23 10:00:00,,IBGE,0.36116147,0.044027247,0.59481126
"Análise: Por que a Microsoft aposta em uma nova startup para ampliar liderança em IA, e o que fazem os rivais",https://valor.globo.com/empresas/noticia/2024/03/20/analise-por-que-a-microsoft-aposta-em-uma-nova-startup-para-ampliar-lideranca-em-ia-e-o-que-fazem-os-rivais.ghtml,        Big Techs estão competindo para definir os mundos...  ,2024-03-20 15:48:22+00:00,https://s2-valor.glbimg.com/tuK_9T8aRl9EBDp0oez5IB1Ryi8=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2023/9/E/ShtqssS3uLxO3wBKaEBQ/405372825.jpg,Valor,0.8260103,0.032136176,0.14185348
O mundo depois de nós: a angústia da vida sem internet,https://braziljournal.com/o-mundo-depois-de-nos-a-angustia-da-vida-sem-internet/,,2024-03-04 19:24:32.781783,,Brazil Journal,0.8260103,0.032136176,0.14185348
"Censo 2022: Cerca de oito a cada dez pessoas moravam em casas, mas cresce proporção de moradores em apartamentos",http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/39239-censo-2022-cerca-de-oito-a-cada-dez-pessoas-moravam-em-casas-mas-cresce-proporcao-de-moradores-em-apartamentos.html,"Praia em Balneário Camboriú (SC), um dos três municípios com predomínio de moradores em apartamentos - Foto: Prefeitura de Balneário Camboriú Em 2022, havia no país 59,6 milhões de casas ocupadas, nas quais residiam 171,3 milhões de pessoas. Ou seja, a...",2024-02-23 10:00:00,,IBGE,0.8260103,0.032136176,0.14185348
Presidente do Vietnã renuncia após um ano de mandato,https://valor.globo.com/mundo/noticia/2024/03/20/presidente-do-vietn-renuncia-aps-um-ano-de-mandato.ghtml,    Renúncia ocorre dias depois que o ex-chefe da prov...  ,2024-03-20 15:29:39+00:00,,Valor,0.03250737,0.86655957,0.100933105
"We are in the Stone Age of AI, but the future arrives in 800 days",https://braziljournal.com/we-are-in-the-stone-age-of-ai-but-the-future-arrives-in-800-days/,,2024-03-04 19:24:32.782008,,Brazil Journal,0.03250737,0.86655957,0.100933105
"Em Brasília, IBGE articula parcerias em nova rodada dos Diálogos Institucionais ",http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/39234-em-brasilia-ibge-articula-parcerias-em-nova-rodada-dos-dialogos-institucionais.html,"O Ministro da Agricultura Carlos Fávaro e equipe receberam o presidente Marcio Pochmann no Ministério da Agricultura e Pecuária - Foto: Acervo IBGE Quatro ministérios, uma Agência reguladora e uma Fundação foram os órgãos visitados pelo Instituto...",2024-02-22 12:00:00,,IBGE,0.03250737,0.86655957,0.100933105
Advogados deixam defesa de Ronnie Lessa após acordo de delação ser homologado no STF,https://valor.globo.com/politica/noticia/2024/03/20/advogados-deixam-defesa-de-ronnie-lessa-aps-acordo-de-colaborao-ser-homologado.ghtml,        Homologação foi anunciada pelo ministro Ricardo Le...  ,2024-03-20 15:20:56+00:00,https://s2-valor.glbimg.com/Krg2qColimn7ROaiBrIzEfe59RA=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2022/G/Y/XkkpzcRP6vgqLikAOFAw/ronnie-lessa.png,Valor,0.029024336,0.86054415,0.11043154
Frescatto + Prime: o M&A do salmão com a lagosta,https://braziljournal.com/tag/agronegocio/,,,,Brazil Journal,0.029024336,0.86054415,0.11043154
IBGE divulga em Diadema (SP) resultados do Censo 2022,http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/39232-ibge-divulga-em-diadema-sp-resultados-do-censo-2022.html,"O IBGE divulga nesta sexta feira, 23 de fevereiro, às 10h, os resultados do Censo 2022 com as características dos domicílios, elaboradas a partir das informações do questionário do universo (aplicado em todos os domicílios do país). A divulgação será no...",2024-02-21 17:50:11,,IBGE,0.029024336,0.86054415,0.11043154
"Em busca de consenso no G20, Brasil aposta no combate à fome e às mudanças climáticas",https://valor.globo.com/brasil/g20-no-brasil/noticia/2024/03/20/em-busca-de-consenso-no-g20-brasil-aposta-no-combate-fome-e-s-mudanas-climticas.ghtml,"        ""O principal desafio do Brasil será conseguir uma...  ",2024-03-20 15:14:46+00:00,https://s2-valor.glbimg.com/IPwIxqfEzpqlQHJqOMpjWPUQLoY=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2024/p/k/Vk0H94RG2oMQXPzQUHGg/painel-20o-20globo-20g-21-20no-20brasil.jpg,Valor,0.19610044,0.09028744,0.71361214
IBGE recebe em sua sede o embaixador do Japão,http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/39228-ibge-recebe-em-sua-sede-o-embaixador-do-japao.html,"Foto: Márcio Costa/Agência IBGE Notícias O presidente do IBGE, Marcio Pochmann, recebeu nesta terça-feira, 20, na sede do Instituto, no Rio de Janeiro, o embaixador do Japão no Brasil, Hayashi Teiji. A reunião contou ainda com a participação dos...",2024-02-20 17:55:48,,IBGE,0.19610044,0.09028744,0.71361214
"Tocantins implementa plataforma de Governo Digital
",https://valor.globo.com/patrocinado/dino/noticia/2024/03/20/tocantins-implementa-plataforma-de-governo-digital.ghtml,        Sistema Pronto Tocantins pretende desburocratizar...  ,2024-03-20 15:11:43+00:00,https://s2-valor.glbimg.com/dzy3MCGzgcIFSPlbfwEfOXkmA1A=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2024/Y/b/xtnbkUQu2F4ZspSird7A/878cc793-573f-4aa4-8540-0fc757906bee.jpg,Valor,0.6197165,0.041723963,0.33855948
"Na Insper Asset, um grupo de alunos treina para uma profissão inglória",https://braziljournal.com/tag/gestores/,,,,Brazil Journal,0.6197165,0.041723963,0.33855948
"Produtos personalizados: clientes aceitam pagar 25% a mais
",https://valor.globo.com/patrocinado/dino/noticia/2024/03/20/produtos-personalizados-clientes-aceitam-pagar-25-a-mais.ghtml,        Uma pesquisa da empresa Dassault Systèmes investig...  ,2024-03-20 15:10:06+00:00,https://s2-valor.glbimg.com/O-2IL83gVlWAE4wuQCqCeQcpwPA=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2024/q/p/YOJZVnQmSeFwIkO4jTPw/827caac9-613e-49ee-88b3-f19f990afa8a.jpg,Valor,0.14917858,0.08490965,0.7659118
"Estoques semanais de petróleo dos EUA caem em 1,952 milhão de barris, mais que o esperado",https://valor.globo.com/financas/noticia/2024/03/20/estoques-semanais-de-petroleo-dos-eua-caem-em-1952-milhao-de-barris-mais-que-o-esperado.ghtml,"        Alguns analistas projetavam queda de 1,2 milhão de...  ",2024-03-20 15:09:29+00:00,https://s2-valor.glbimg.com/F_EX2D7z-aI712BhG27sTkJzV_Y=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2023/9/E/QV5aRbRBmi3yNnyDkfQw/oil-platform-g28a642988-1920.jpg,Valor,0.032178286,0.93880796,0.029013695
"Silvio Meira: “Estamos na era da pedra lascada da IA, mas o futuro chega em 800 dias”",https://braziljournal.com/tag/inteligencia-artificial/,,,,Brazil Journal,0.032178286,0.93880796,0.029013695
"Franquias de food service crescem 17,9% no país, diz ABF
",https://valor.globo.com/patrocinado/dino/noticia/2024/03/20/franquias-de-food-service-crescem-179-no-pais-diz-abf.ghtml,        Dados da Associação Brasileira de Franchising (ABF...  ,2024-03-20 15:08:06+00:00,https://s2-valor.glbimg.com/QkK5F1iIdBoN_osdqffr0MaGy5c=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2024/m/9/6rdHeATdaHb8D4kczBnQ/de9a809a-4d26-4fc1-a35d-ffc5e580bc57.jpg,Valor,0.9285472,0.029406413,0.042046446
EXCLUSIVO. Milhões de robôs “farão tudo que os humanos podem fazer”,https://braziljournal.com/tag/inteligencia-artificial/,,,,Brazil Journal,0.9285472,0.029406413,0.042046446
"Pix de R$ 0,01 se torna meio de comunicação e atinge 35,3 milhões de operações em 2023",https://valor.globo.com/financas/noticia/2024/03/20/pix-de-r-001-se-torna-meio-de-comunicacao-e-atinge-353-milhoes-de-operacoes-em-2023.ghtml,"        Segundo o Banco Central, o número de transações na...  ",2024-03-20 15:02:23+00:00,https://s2-valor.glbimg.com/8fZsddXINoIn9NsgZN5z3_itZdc=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2023/C/8/npBOqWQgCX58ApihOBBw/pix-taxacao-novo-governo.jpeg,Valor,0.38735148,0.14247468,0.4701739
Ferrari — uma macchina de fazer dinheiro — vale quase uma Stellantis,https://braziljournal.com/tag/industria-automotiva/,,,,Brazil Journal,0.38735148,0.14247468,0.4701739
Detentores de dívida da Petrobras saem ilesos após valor de mercado da empresa encolher R$ 59 bi,https://valor.globo.com/financas/noticia/2024/03/20/detentores-de-bonus-da-petrobras-saem-ilesos-apos-valor-de-mercado-da-empresa-encolher-r-59-bilhoes.ghtml,        Os bônus da estatal com vencimento em 2033 pratica...  ,2024-03-20 14:57:03+00:00,https://s2-valor.glbimg.com/dHgXF--tv8E7wT5QjTNUKjXVjnU=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2024/A/F/G9RGx2QR61GvtEqZBXRQ/84949020-ri-20rio-20de-20janeiro-2002-10-2019-20-20novo-20letreiro-20no-20pr-c3-a9dio-20da-20sede-20da-20petrobras-20no-20centro-20a-20-281-29.jpg,Valor,0.034509435,0.93119895,0.034291685
Fim de uma era: Galló deixa a Renner depois de 32 anos,https://braziljournal.com/tag/governanca-corporativa/,,,,Brazil Journal,0.034509435,0.93119895,0.034291685
"Santander eleva recomendação de Braskem de neutra para compra e preço-alvo de R$ 22,50 para R$ 27",https://valor.globo.com/empresas/noticia/2024/03/20/santander-eleva-recomendao-de-braskem-de-neutra-para-compra-e-preo-alvo-de-r-2250-para-r-27.ghtml,"        Segundo analistas, a perda de força da CPI da Bras...  ",2024-03-20 14:54:16+00:00,https://s2-valor.glbimg.com/TFgSuyZI6CdIdPXqjrJFMD1-Mig=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2024/f/d/OULfq2R4SSwOMpSBAxcg/unib-203-20abc.5.jpeg,Valor,0.80144954,0.061554402,0.13699603
"Altria vai vender quase US$ 2,5 bi em Anheuser-Busch InBev; empresa compra",https://braziljournal.com/tag/follow-on-e-block-trade/,,,,Brazil Journal,0.80144954,0.061554402,0.13699603
"Trump abaixa o tom contra aliados da Otan, mas exige investimentos em defesa durante entrevista",https://valor.globo.com/mundo/noticia/2024/03/20/trump-abaixa-o-tom-contra-aliados-da-otan-mas-exige-investimentos-em-defesa-durante-entrevista.ghtml,"        Em outras oportunidades, ex-presidente americano d...  ",2024-03-20 14:43:01+00:00,https://s2-valor.glbimg.com/JWw40EJPr98oKs5uFM8RtDW9i9M=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2024/C/c/21qu95RtCIDHewLqIkBQ/5f8d679797d543b8885d5c1c202c0f96-0-496eb86f33f7469f9353937e7856c434.jpg,Valor,0.025546556,0.9019364,0.07251699
"GPA levanta R$ 700 milhões a R$ 3,20/ação; Iabrudi terá 5% do capital",https://braziljournal.com/tag/follow-on-e-block-trade/,,,,Brazil Journal,0.025546556,0.9019364,0.07251699
